가맹점명,업종,주소,행정구역,지역구분,이용건수구간,이용금액구간,월요일,화요일,수요일,목요일,금요일,토요일,일요일,5시11시(아침),12시13시(점심),14시17시(오후),18시22시(저녁),23시4시(새벽),현지인이용건수비중,남성,여성,20대이하,30대,40대,50대,60대이상,URL
제주포차,가정식,제주 제주시 이도이동 1767-32번지 3층,이도이동,제주,1,1,15,10,15,0,10,25,25,0,0,0,15,85,71.79,70.4,29.6,49.1,27,14.5,8.2,1.3,
상명식당,가정식,제주 제주시 한림읍 상명리 1015-1번지,한림읍,한림읍,4,4,12.63,15.01,17.13,13.57,13.91,12.05,15.7,44.05,51.07,0.48,4.4,0,66.64,65.24,34.76,4.07,12.92,28.6,33.76,20.67,https://pcmap.place.naver.com/place/1665306171/home
성태주식회사,중식,제주 제주시 노형동 937-11번지 3층,노형동,제주,2,4,24.14,6.9,13.79,13.79,13.79,10.34,17.24,0,3.45,13.79,82.76,0,67.77,68.4,31.6,37.4,32,16.3,11.9,2.4,
산지해장국서귀포점,단품요리 전문,제주 서귀포시 강정동 234-2번지 강정동,강정동,서귀포,6,5,14.81,14.22,0,15.91,15.65,19.04,20.36,53.29,38.58,8.13,0,0,44.72,69.01,30.99,9.7,22.84,33.04,22.57,11.84,https://pcmap.place.naver.com/place/1537148803/home
치킨마루 노형제일고점,치킨,제주 제주시 노형동 753번지 으뜸마을상가,노형동,제주,3,1,8.88,10.59,17.96,17.44,15.23,13.81,16.09,0.73,3.01,17.67,77.86,0.73,84.67,63.13,36.88,9.68,12.88,24.55,38.78,14.1,
제주뱃도새기서귀포올레시장점(주식회사특산),가정식,제주 서귀포시 서귀동 326-27번지 1층,서귀동,서귀포,1,3,15.36,11.86,11.99,12.08,15.36,14.07,19.28,0,5.7,9.58,84.72,0,4.08,51.29,48.71,12.89,25.02,29.81,22.95,9.31,
봄봄 도두점,커피,제주 제주시 도두일동 2624번지 1층,도두일동,제주,6,3,13.83,14.18,14.67,12.21,13.3,15.69,16.12,23.75,24.53,31.48,20.19,0.04,62.85,59.98,40.03,15.4,28.23,33.63,17.31,5.42,https://pcmap.place.naver.com/place/1301014336/home
페이지투,단품요리 전문,제주 서귀포시 대정읍 상모리 133-8번지 1층,대정읍,대정읍,5,2,13.37,14.07,12.14,9.15,10.93,19.87,20.47,17.13,25.23,56.04,1.6,0,14.38,53.31,46.69,9.74,15.33,22.97,30.23,21.71,https://pcmap.place.naver.com/place/1729145661/home
돈후명가,가정식,제주 제주시 연동 273-18번지,연동,제주,1,3,12.64,15.12,11.19,11.09,17.22,20.74,12,0,0.83,4.15,80.77,14.25,16.07,65.88,34.13,14.86,22.88,24.02,25.4,12.86,https://pcmap.place.naver.com/place/1967654629/home
도새기1982,가정식,제주 서귀포시 동홍동 117-11번지 1층,동홍동,서귀포,2,3,11.96,12.6,15.12,15.9,18.16,13.88,12.37,0,0,1,85.31,13.69,84.83,60.9,39.1,9.95,17.05,40.9,26.25,5.86,
해조곱창,단품요리 전문,제주 제주시 노형동 1051-5번지 1층,노형동,제주,1,2,12.23,20.46,14.67,15.28,16.54,14.31,6.5,0,0,2.56,92.55,4.89,84.17,72.38,27.62,11.7,18.17,28.94,34.6,6.55,https://pcmap.place.naver.com/place/1925967055/home
황해식당,가정식,제주 제주시 외도일동 418-9번지 1층,외도일동,제주,4,5,16.7,16.62,13.44,0,15.34,18.56,19.34,20.51,29.47,28.81,21.2,0,6.64,52.83,47.18,22.63,27.98,21.82,19.73,7.88,
이가,가정식,제주 제주시 노형동 737번지 1층,노형동,제주,3,5,12.11,13.48,11.25,11.54,15.33,18.13,18.16,0.77,28.25,10.84,60.14,0,80.89,56.19,43.81,5.79,12.18,31.75,37.43,12.88,
강해일횟집,단품요리 전문,제주 서귀포시 표선면 표선리 42번지 40-311 2층,표선면,표선면,2,4,9.78,11.2,14.18,17.28,18.04,14.17,15.35,0.96,24.28,15.23,59.53,0,18.6,56.49,43.51,5.78,12.13,25.15,28.97,27.95,
7번가피자함덕점,피자,제주 제주시 조천읍 함덕리 1252-37번지 나동,조천읍,조천읍,2,1,16.65,13.89,0,13.54,17.55,17.37,20.98,0,0.25,26.4,73.19,0.16,59.35,57.85,42.15,8.97,20.78,34.38,26.33,9.54,https://pcmap.place.naver.com/place/38728960/home
서귀포 목마,가정식,제주 서귀포시 서귀동 319-9번지,서귀동,서귀포,2,4,12.42,11.75,10.95,12.01,13.73,19.08,20.05,0,15.7,9.99,74.31,0,6.4,67.42,32.58,25.23,25.53,18.17,17.69,13.34,https://pcmap.place.naver.com/place/36362708/home
옵서예휴게소,단품요리 전문,제주 제주시 해안동 2355-1번지 1층,해안동,제주,5,2,12.24,12.68,13.08,12.94,13.32,18.51,17.22,66.74,17.5,14.77,0.23,0.77,79.42,65.26,34.74,6.15,22.87,36.68,24.09,10.22,
큰길,가정식,제주 서귀포시 안덕면 상창리 883-2번지 1층,안덕면,안덕면,3,3,18.97,18.97,12.07,10.34,12.07,27.59,0,10.34,48.28,41.38,0,0,14.1,64,36,6.2,29,41,13.5,10.4,https://pcmap.place.naver.com/place/1396405178/home
도라지식당,가정식,제주 제주시 오라삼동 2112번지,오라삼동,제주,4,6,18.19,0.1,16.74,14.72,14.41,17.21,18.63,18.14,32.16,31.43,18.27,0,12.56,56.28,43.72,13.58,21.32,26.98,24.17,13.98,https://pcmap.place.naver.com/place/11537315/home
별미집구제주점,단품요리 전문,제주 제주시 이도이동 1030-9번지,이도이동,제주,4,4,15.6,15.78,3.77,10.14,14.78,18.95,20.98,24.34,14.01,4.02,23.4,34.23,73.7,67.65,32.35,18.02,25.11,31.6,19.66,5.63,https://pcmap.place.naver.com/place/31366033/home
제주전복김밥,분식,제주 서귀포시 성산읍 고성리 510-35번지 1층,성산읍,성산읍,4,1,11.84,13.33,20.39,8.9,9.79,16.42,19.34,23.56,19.35,29.18,27.91,0,4.15,54.6,45.4,16.7,36.77,28.63,13.4,4.5,https://pcmap.place.naver.com/place/1605369082/home
숙성정육식당,가정식,제주 제주시 연동 261-9번지 1층,연동,제주,1,1,9.03,23.57,10.33,22.79,1.79,16.37,16.12,0,0,5.63,80.17,14.2,32.11,64.08,35.93,20.28,21.2,20.95,20.73,16.9,
미향해장국표선점,단품요리 전문,제주 서귀포시 표선면 표선리 1461-1번지,표선면,표선면,4,2,16.92,12.16,14.3,18.17,11.96,12.7,13.8,45.21,26.26,14.93,13.6,0,33.77,66.5,33.5,7.2,21.41,33.01,25.64,12.73,https://pcmap.place.naver.com/place/37220592/home
김밥천국 연동점,분식,제주 제주시 연동 273-1번지 1층,연동,제주,6,5,16.02,15.12,7.33,12.58,14.12,16.6,18.23,24.32,11.22,12.43,30.31,21.73,53.63,58.65,41.35,24.71,29.97,21.87,16.48,6.98,https://pcmap.place.naver.com/place/16824075/home
한점,양식,제주 제주시 아라일동 6117-8번지 2층,아라일동,제주,3,3,5.97,8.27,15.77,17.77,14.15,20.34,17.72,7.7,37.74,23.45,31.11,0,79.02,53.97,46.03,24.2,37.63,23.73,12.6,1.8,https://pcmap.place.naver.com/place/1406881231/home
그린보이즈,단품요리 전문,제주 제주시 노형동 3802-9번지 씨밀레하우스 1층 101호,노형동,제주,4,2,16.06,17,15.48,15.72,15.63,12.37,7.74,17.97,36.81,26.95,18.28,0,76.25,32.68,67.32,31.07,29.81,23.21,12.35,3.58,https://pcmap.place.naver.com/place/1296538662/home
다섯시갈비,단품요리 전문,제주 제주시 이도이동 408-1번지,이도이동,제주,2,2,0.39,13.17,14.14,18.31,19.51,16,18.49,0,0,5.07,81.82,13.11,88.52,73.74,26.26,7.1,28.13,35.14,23.51,6.11,https://pcmap.place.naver.com/place/1088573347/home
용림식당,가정식,제주 서귀포시 안덕면 사계리 2032-24번지,안덕면,안덕면,1,3,15.1,16.25,0,15.58,17.06,24.96,11.05,2.75,14.52,17.73,65,0,9.55,53.68,46.33,5.08,19.77,27.04,29.28,18.85,https://pcmap.place.naver.com/place/16958395/home
주식회사88버거,햄버거,제주 서귀포시 서귀동 255-9번지 1층,서귀동,서귀포,5,5,14.83,17.74,15.37,3.59,14,15.93,18.54,15.7,24.91,30.54,28.85,0,7.3,53.11,46.89,34.72,28.48,21.77,11.62,3.45,
애월문개항아리(주),가정식,제주 제주시 애월읍 하귀2리 2701-1번지,애월읍,애월읍,5,6,13.86,15.96,13.69,5.16,15.46,18.5,17.37,21.51,30.4,24.75,23.31,0.04,3.86,51.68,48.32,29.17,26.71,22.59,16.99,4.53,https://pcmap.place.naver.com/place/1629989684/home
화양양,단품요리 전문,제주 제주시 연동 1531-1번지 1층,연동,제주,1,2,16.1,13.43,11.38,12.4,16.51,15.38,14.8,0,0,5.37,91.84,2.8,77.85,72.02,27.98,4.9,25.45,37.77,23.7,8.2,https://pcmap.place.naver.com/place/1518784167/home
더후라이팬제주이도점,치킨,제주 제주시 이도일동 1690-4번지 제주트리뷰아일랜트오피스텔 1층 101호,이도일동,제주,3,1,13.72,15.73,21.02,11.92,16.28,10.88,10.45,1.13,41.74,10.43,42.74,3.97,78.73,54.44,45.56,16.39,31.14,26.6,21.11,4.77,https://pcmap.place.naver.com/place/1447143054/home
청자다방 서귀포1호점,커피,제주 서귀포시 강정동 166-6번지 1층,강정동,서귀포,5,2,15.6,12.77,16.41,12.03,13.35,12.35,17.49,38.17,16.09,17.59,28.15,0,29.02,59,41,21.85,27.75,25.2,19.3,5.9,https://pcmap.place.naver.com/place/1209641395/home
킹콩부대찌개 정부합동청사점,단품요리 전문,제주 제주시 도남동 664-3번지 1층,도남동,제주,3,2,14.47,15.45,13.5,13.01,13.63,16.57,13.37,6.53,54.76,15.73,22.98,0,82.77,63.75,36.25,14.04,27.21,34.26,19.95,4.58,https://pcmap.place.naver.com/place/38486557/home
노형그때그집,가정식,제주 제주시 노형동 1045-11번지 1층,노형동,제주,3,4,15.72,17.28,0.46,13.63,18.79,15.74,18.39,5.74,38.36,16.35,39.55,0,47.35,60.63,39.38,16.84,25.73,29.46,20.23,7.73,https://pcmap.place.naver.com/place/1728928640/home
일품순두부성산점,가정식,제주 서귀포시 성산읍 고성리 555-4번지,성산읍,성산읍,3,1,9.54,16.59,23.65,19.27,15.02,12.35,3.57,24.54,36.73,23.74,14.99,0,28.07,60.85,39.15,13.55,20.7,29.1,22.95,13.75,https://pcmap.place.naver.com/place/1164594276/home
올레승돈,가정식,제주 서귀포시 서귀동 428번지,서귀동,서귀포,1,2,16.77,18.98,23.58,11.87,12.56,15.58,0.67,0,0,0.83,87.59,11.58,5.74,59.42,40.58,27.68,21.54,26.86,20.86,3.06,
주민상회 서광신화점,가정식,제주 서귀포시 안덕면 서광리 1421-4번지 102호,안덕면,안덕면,2,2,9.22,18.61,15.56,17.86,16.01,15.6,7.14,0,0,0,37.53,62.47,47.7,55.9,44.1,45.56,24.3,17.07,10.64,2.48,https://pcmap.place.naver.com/place/1134823337/home
송악산엉클스화덕피자,피자,제주 서귀포시 대정읍 상모리 143번지,대정읍,대정읍,1,1,16.45,8.77,15.77,10.23,8.55,17.27,22.95,9.61,43.1,37.43,9.86,0,18.28,52.29,47.71,7.07,13.61,30.77,32.11,16.41,https://pcmap.place.naver.com/place/37284744/home
돈떵이용담점,가정식,제주 제주시 용담이동 931-7번지,용담이동,제주,1,2,8.03,17.68,13.77,12.41,15.47,15.53,17.1,0,0,9.92,88.63,1.45,43.67,70.6,29.4,23.35,28.32,20.45,19.93,7.96,https://pcmap.place.naver.com/place/1035449516/home
노형엔횟집,단품요리 전문,제주 제주시 노형동 1069-9번지 명신빌라 101호,노형동,제주,2,4,1.98,13.53,16.74,19.93,16.82,17.69,13.31,0,0,2.69,97.06,0.25,60.28,66.75,33.25,11.78,18.35,21.28,34.15,14.43,https://pcmap.place.naver.com/place/1104379274/home
바르왓,가정식,제주 제주시 한림읍 한림리 888번지 2층,한림읍,한림읍,2,3,18.84,0.3,14.64,14.95,14.62,20.83,15.83,11.62,53.38,35,0,0,15.66,46.98,53.02,9.5,25.5,29.12,18.58,17.29,https://pcmap.place.naver.com/place/1691872277/home
마므레,가정식,제주 서귀포시 남원읍 남원리 2419-13번지,남원읍,남원읍,1,3,13.38,11.34,19.79,13.74,14.14,12.2,15.41,0.36,4.53,19.2,75.53,0.38,8.67,62.2,37.8,7.85,26.62,30.92,21.88,12.72,
김밥천국 이도점,분식,제주 제주시 이도이동 2006-1번지 1층,이도이동,제주,6,4,16.05,15.48,0.75,16.32,14.74,17.19,19.47,32.39,22.57,19.62,25.3,0.12,81.91,53.4,46.6,9.42,23.69,35.49,25.01,6.42,https://pcmap.place.naver.com/place/37698760/home
카페송키,커피,제주 제주시 삼도이동 1120-2번지 1층,삼도이동,제주,3,3,5.26,1.75,26.32,12.28,10.53,22.81,21.05,7.02,29.82,40.35,19.3,3.51,30.3,32.7,67.3,43.9,29.6,17.3,7.1,2,
골목카페옥수,커피,제주 제주시 애월읍 소길리 652-1번지 1층,애월읍,애월읍,3,1,9.09,18.06,17.13,18.32,0,16.42,20.97,4.99,38.85,55.53,0.63,0,10.38,35.5,64.5,52.5,30.35,8.95,6.75,1.45,https://pcmap.place.naver.com/place/1561427296/home
제주숲누룽지통닭,치킨,제주 제주시 외도일동 445-1번지 1층,외도일동,제주,3,1,6.96,16.62,13.07,12.68,15.42,20.53,14.72,0,0,12.65,87,0.35,80.71,58.39,41.61,9.73,32.01,34.11,18.93,5.27,https://pcmap.place.naver.com/place/1247765407/home
한양춘향연화점,단품요리 전문,제주 제주시 연동 1532-9번지 1층,연동,제주,1,2,5.19,21.85,6.67,20.74,20.37,15.19,10,0,0,0,32.59,67.41,68.97,90.9,9.1,0.93,6.1,57.8,33.67,1.53,https://pcmap.place.naver.com/place/1815152739/home
산전수전 인생역전,가정식,제주 제주시 연동 293-45번지,연동,제주,3,4,12.22,16.66,14.7,13.76,15.11,16.24,11.31,0.12,0,2.97,75.42,21.49,71.17,60.38,39.63,19.09,29.65,24.19,21.12,5.96,https://pcmap.place.naver.com/place/1167009219/home
육장갈비하귀점,단품요리 전문,제주 제주시 애월읍 하귀1리 192-7번지 1층,애월읍,애월읍,1,2,21.44,6.83,10.87,13.22,14.55,20.12,12.98,0,2.16,5.79,92.05,0,73.42,62.58,37.42,5.35,21.88,38,26.77,8.02,https://pcmap.place.naver.com/place/1002460293/home
일일오팔흑돼지,가정식,제주 제주시 애월읍 고내리 1158번지 1층,애월읍,애월읍,1,2,10.47,15.74,13.33,12.33,13.92,17.86,16.34,0,0,2.61,92.56,4.83,6.98,41.83,58.17,45.29,26.91,12.55,12.75,2.5,
평균이하,단품요리 전문,제주 제주시 애월읍 애월리 2145-7번지,애월읍,애월읍,1,1,4.55,0,21.21,22.73,18.18,24.24,9.09,0,21.21,48.48,30.3,0,8.75,29.85,70.15,61.79,12.87,5.87,19.44,0,https://pcmap.place.naver.com/place/1282045489/home
하영횟집,단품요리 전문,제주 서귀포시 서호동 130-6번지,서호동,서귀포,2,5,14.22,13.39,16.83,19.16,16.76,19.63,0,0,0,2.78,96.93,0.29,14.12,59.78,40.23,9.8,20.11,27.03,28.78,14.29,https://pcmap.place.naver.com/place/13444926/home
금바우,가정식,제주 서귀포시 서귀동 443-1번지,서귀동,서귀포,1,3,0.28,18.81,17.56,15.36,15.28,16.75,15.97,0.6,14.88,4.4,79.59,0.53,21.4,61.77,38.23,10.77,15.92,24.75,32.43,16.15,https://pcmap.place.naver.com/place/1934679090/home
바른양,중식,제주 제주시 도남동 54-1번지,도남동,제주,1,3,14.09,11.6,8.66,14.55,17.09,17.54,16.45,0,0,5.72,91.97,2.3,81.35,70.98,29.02,8.29,22.8,32.04,26.75,10.07,
(주)산굼부리,가정식,제주 제주시 조천읍 교래리 산 38번지,조천읍,조천읍,6,5,12.35,13.81,13.13,14.3,14.78,15.94,15.69,31.15,26.81,41.99,0.05,0,7.21,49.03,50.98,14.34,21.24,23.71,25.13,15.57,
박세현의보고싶다제주라면,가정식,제주 제주시 내도동 380-3번지 1층,내도동,제주,4,2,16.71,14.92,16.41,10.74,10.76,16.44,14.02,36.11,17.53,25.15,21.21,0,13.04,56.83,43.17,22.17,26.3,28.4,16.5,6.63,
나니와,가정식,제주 제주시 연동 252-40번지,연동,제주,4,5,12.77,14.43,11.01,14.31,13.2,15.64,18.65,21.8,11.42,11.21,29.22,26.34,32.84,57.37,42.63,11.95,20.85,28.81,26.37,12.04,https://pcmap.place.naver.com/place/16839890/home
주식회사 우동카덴,일식,제주 제주시 조천읍 교래리 550-1번지 1층,조천읍,조천읍,6,6,0,17.91,18.16,17.1,18.9,27.92,0,4.16,36.22,22.84,36.77,0.02,0.29,45.67,54.33,23.56,27.94,22.27,18.82,7.4,
루스트플레이스외도점,양식,제주 제주시 외도일동 636-6번지 1층,외도일동,제주,4,4,13.01,13.57,13.52,10.76,12.65,17.38,19.11,1.95,25.04,23.72,49.29,0,85.68,48.71,51.29,6.28,21.98,42.48,21.78,7.52,https://pcmap.place.naver.com/place/36622233/home
까떼커피,단품요리 전문,제주 서귀포시 표선면 표선리 44-9번지 2층,표선면,표선면,4,2,11.45,12.09,13.95,13.69,16.54,17.05,15.23,17.8,29.09,48.74,4.37,0,12.63,53.25,46.75,15.8,25.48,26.83,21.65,10.28,https://pcmap.place.naver.com/place/1571061561/home
효퇴국수,단품요리 전문,제주 제주시 삼도일동 533-7번지 1층,삼도일동,제주,4,3,17.32,16.68,15.41,16.92,15,18.68,0,46.64,46.62,6.75,0,0,18.17,53.75,46.25,36.08,33.85,13.9,11.94,4.23,https://pcmap.place.naver.com/place/37695698/home
괸당집함덕점,단품요리 전문,제주 제주시 조천읍 함덕리 1252-2번지 1층,조천읍,조천읍,2,3,15.03,16.36,17.57,14.01,16.99,20.05,0,0,0,2.02,95.27,2.72,41.86,59.5,40.5,14.61,34.65,34.84,12.33,3.58,https://pcmap.place.naver.com/place/1792450574/home
주식회사 수우동,일식,제주 제주시 한림읍 협재리 1706-1번지 1층,한림읍,한림읍,5,5,17.13,0,17.15,15.98,16.87,16.63,16.23,21.26,31.61,47.13,0,0,4.08,44.99,55.01,27.56,33.97,23.88,11.16,3.43,
그리다앤쿡,양식,제주 제주시 이도이동 1185-14번지 3층,이도이동,제주,2,3,1.06,15.38,14.09,10.94,13.35,23.76,21.42,0.26,30.96,19.95,48.83,0,74.63,34.99,65.01,39.78,22.66,21.13,13.46,2.99,
한라산해장국,가정식,제주 제주시 연동 303-45번지,연동,제주,3,2,13.09,14.05,13.59,12.27,16.98,14.64,15.38,45.2,44.91,9,0.89,0,40.11,70.78,29.22,14.47,21.67,27.77,26.23,9.87,https://pcmap.place.naver.com/place/1213036751/home
7번가피자제주삼화점,피자,제주 제주시 삼양이동 2181-36번지 1층,삼양이동,제주,2,1,4.58,14.76,21.81,11.84,9.95,18.86,18.2,0.69,2.53,22.58,74.2,0,85.61,54.22,45.78,5.77,13.53,39.17,27.22,14.3,https://pcmap.place.naver.com/place/36398039/home
덕승식당,가정식,제주 서귀포시 대정읍 하모리 770-3번지,대정읍,대정읍,3,4,16.18,1.12,18.68,12.18,16.23,17.59,18.02,13.6,34.08,25,27.32,0,17.53,57.9,42.1,8.75,21.08,27.78,24.18,18.17,https://pcmap.place.naver.com/place/1538689173/home
꽃길식당용담본점,가정식,제주 제주시 용담삼동 516-2번지 세진아파트 1층,용담삼동,제주,4,4,14.59,15.09,15.21,12.19,12.17,13.87,16.88,25.2,27.39,27.94,19.46,0,20.49,62.2,37.8,23.02,23.14,24.98,21.48,7.37,https://pcmap.place.naver.com/place/1523867543/home
제주주민갈비,단품요리 전문,제주 제주시 삼도이동 1088-1번지 1층,삼도이동,제주,2,2,0,9.55,22.25,18.89,13.77,18.97,16.57,0,5.8,8.51,85.69,0,53.8,67.83,32.17,8,20.3,20.83,32.87,18.03,
오가네전복,가정식,제주 서귀포시 토평동 1284번지,토평동,서귀포,4,4,15.16,5.9,14.81,13.62,15.11,17.84,17.55,31.33,33.34,21.23,14.09,0,12.24,55.87,44.13,8.94,24.13,28.79,22.03,16.13,https://pcmap.place.naver.com/place/16926394/home
김마리,분식,제주 제주시 이도이동 1189-11번지,이도이동,제주,4,2,0.17,15.12,17.49,14.2,13.31,18.45,21.26,25.96,26.13,28.69,19.22,0,68.56,44.2,55.8,12.34,24.79,34.62,22.34,5.88,https://pcmap.place.naver.com/place/47291629/home
디제이개발 주식회사,단품요리 전문,제주 제주시 연동 272-34번지 2층,연동,제주,3,4,15.15,15.07,13.05,14.38,15.12,14.71,12.51,22.11,10.84,12.52,53.52,1.01,40.33,63.63,36.38,8.91,16.19,18.58,28.67,27.66,
파리바게뜨제주김녕점,베이커리,제주 제주시 구좌읍 김녕리 3568번지 1층,구좌읍,구좌읍,5,3,14.02,12.88,13.93,14.67,13.78,14.9,15.83,32.77,14.76,27.87,24.6,0,44.01,47.97,52.03,9.69,27.81,29.53,22.41,10.57,https://pcmap.place.naver.com/place/1338869901/home
생돈우리,단품요리 전문,제주 제주시 노형동 3608번지 1동 2층,노형동,제주,1,2,15.71,14.68,14.8,11.43,7.01,22.68,13.69,0,9.85,10.88,79.27,0,13.58,65.91,34.09,11.3,22.43,24.37,25.44,16.47,
옛날통닭,치킨,제주 서귀포시 법환동 740-3번지 지하1층,법환동,서귀포,4,2,14.03,14.4,13.94,13.84,15.38,14.84,13.57,0,0.3,14.86,72.44,12.39,54.36,65.57,34.43,7.83,16.63,34.69,27.43,13.43,
제주공항그때그집직영점,단품요리 전문,제주 제주시 도두이동 706-11번지,도두이동,제주,3,5,17.25,17.31,0.57,14.7,15.37,16.79,18,4.86,18.99,18.93,57.14,0.07,9.24,51.13,48.88,31.05,28.69,19.99,15.35,4.91,
온기,단품요리 전문,제주 제주시 이도이동 1952-5번지 지하1층,이도이동,제주,1,2,0,0,0,0,0,100,0,0,0,33.33,66.67,0,100,88.9,11.1,0,11.1,88.9,0,0,
오늘해장국,단품요리 전문,제주 제주시 화북일동 1994-6번지 1층 화북일동,화북일동,제주,4,1,14.94,0,12.88,15.13,13.16,23.57,20.33,29.36,32.16,19.15,19.33,0,83.66,67.93,32.07,7.33,13.93,34.2,21.28,23.27,https://pcmap.place.naver.com/place/1902163178/home
노가리앤비어  이도일동점,맥주/요리주점,제주 제주시 이도일동 1245-3번지 1층,이도일동,제주,2,2,14.69,13.45,14.84,21.71,12.13,15.06,8.11,0,0,0,49.78,50.22,62.11,72.35,27.65,11.25,19.15,29.35,32.65,7.65,
쪼개쪼개조개구이,단품요리 전문,제주 제주시 일도이동 62-4번지,일도이동,제주,1,2,17.65,11.76,5.88,0,17.65,47.06,0,0,0,0,88.24,11.76,88.89,77.8,22.2,18.5,33.3,37,7.4,3.7,https://pcmap.place.naver.com/place/1195079907/home
메가엠지씨커피제주일주서로점,커피,제주 제주시 외도이동 1939번지 1층,외도이동,제주,6,3,13.6,13.7,13.15,12.68,14.03,16.26,16.59,41.74,20.53,28.82,8.91,0,52.51,58.84,41.16,10.42,31.36,34.37,18.31,5.57,
스시제주,일식,제주 제주시 노형동 923-3번지 2층,노형동,제주,4,5,17.02,13.65,12.37,12.67,13.64,14.21,16.44,0.9,24.85,31.16,43.09,0,67.61,51.84,48.16,27.72,31.12,24.12,12.38,4.69,https://pcmap.place.naver.com/place/1459350657/home
이비가짬뽕연동점,중식,제주 제주시 연동 368-5번지 1동 2층,연동,제주,5,5,15.32,12.16,12.75,13.55,12.32,15.08,18.82,20.76,33.95,24.51,20.78,0,76.61,63.13,36.88,7.99,19.28,36.72,23.89,12.13,https://pcmap.place.naver.com/place/37549161/home
